Navn;Type;SognNavn;SognKode;KommuneNavn;KommuneKode;RegionNavn;RegionKode;Kopieringsdato
Store Linde Overdrev;Spredt bebyggelse;Karise;7528;Faxe;320;Region Sjælland;1085;23. maj 2013
Store Lindet;By;Birket;7641;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Loftsgård;Anden større gård/Proprietærgård;Pedersker;7573;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Store Lusbjerg;Bakke;Skovlund;8738;Varde;573;Region Syddanmark;1083;23. maj 2013
Store Lyngby;By;Lille Lyngby;7404;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Lyngby Jung;By;Lille Lyngby;7404;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Lyngbyskov;Spredt bebyggelse;Lille Lyngby;7404;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Løjtofte;By;Herredskirke;7624;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Magleby;Bydel;Store Magleby;7192;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Store Magleby;Sogn;NULL;;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Store Melbjerg;Bakke;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Store Merløse;By;Store Tåstrup;7288;Holbæk;316;Region Sjælland;1085;23. maj 2013
Store Mjøl;Bakke;Sønder Bork;8779;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Store Momhøj;Gravhøj;Vorgod;8766;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Store Mose;By;Fejø;7667;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Musse;By;Musse;7600;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Store Nustrup;Bydel;Nustrup;8954;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Store Nørlund;Spredt bebyggelse;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Store Pederstrup;By;Korup;7785;Odense;461;Region Syddanmark;1083;23. maj 2013
Store Restrup;Spredt bebyggelse;Sønderholm;8329;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Riddersborg;Anden større gård/Proprietærgård;Kappel;7629;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Rise;By;Rise;7715;Ærø;492;Region Syddanmark;1083;23. maj 2013
Store Rotholm;Ø;Thise;8587;Skive;779;Region Midtjylland;1082;23. maj 2013
Store Rørbæk;By;Snostrup;7420;Frederikssund;250;Region Hovedstaden;1084;23. maj 2013
Store Røttinge;By;Snesere;7473;Næstved;370;Region Sjælland;1085;23. maj 2013
Store Salby;By;Højelse;7218;Køge;259;Region Sjælland;1085;23. maj 2013
Store Sjørup;By;Estruplund;8263;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Store Skåne;Ø;NULL;;NULL;0;NULL;;23. maj 2013
Store Spjellerup;By;Spjellerup;7524;Faxe;320;Region Sjælland;1085;23. maj 2013
Store Stegø;Ager/Mark;Bogense;7856;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Store Svelmø;Ø;Åstrup;7698;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Store Søgård Sø;Sø ID;Kliplev;9027;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Store Thorlund;By;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Store Torup;By;Ulbjerg;8532;Viborg;791;Region Midtjylland;1082;23. maj 2013
Store Torup;By;Rise;7715;Ærø;492;Region Syddanmark;1083;23. maj 2013
Store Torøje;By;Smerup;7525;Faxe;320;Region Sjælland;1085;23. maj 2013
Store Tårnby;By;Tårnby;7543;Stevns;336;Region Sjælland;1085;23. maj 2013
Store Tåstrup;Bydel;Store Tåstrup;7288;Holbæk;316;Region Sjælland;1085;23. maj 2013
Store Tåstrup;Sogn;NULL;;Holbæk;316;Region Sjælland;1085;23. maj 2013
Store Ubberud;Bydel;Ubberud;7786;Odense;461;Region Syddanmark;1083;23. maj 2013
Store Valby;By;Ågerup;7167;Roskilde;265;Region Sjælland;1085;23. maj 2013
Store Vejleå;Å;Herstedvester;7155;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Herstedvester;7155;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Herstedvester;7155;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Taastrup Nykirke;7153;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Taastrup Nykirke;7153;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Taastrup Nykirke;7153;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Taastrup Nykirke;7153;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Taastrup Nykirke;7153;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ishøj;7151;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ishøj;7151;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Opstandelseskirkens;9134;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Opstandelseskirkens;9134;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Opstandelseskirkens;9134;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ledøje;7185;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Opstandelseskirkens;9134;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Opstandelseskirkens;9134;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ledøje;7185;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ledøje;7185;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ledøje;7185;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ledøje;7185;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Sengeløse;7184;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Sengeløse;7184;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Sengeløse;7184;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Sengeløse;7184;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ishøj;7151;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ishøj;7151;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Ishøj;7151;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Vallensbæk;7149;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Vallensbæk;7149;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Vallensbæk;7149;Ishøj;183;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Vallensbæk;7149;Høje Taastrup;169;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Vallensbæk;7149;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Sengeløse;7184;Albertslund;165;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Herstedvester;7155;Egedal;240;Region Hovedstaden;1084;23. maj 2013
Store Vejleå;Å;Herstedvester;7155;Vallensbæk;187;Region Hovedstaden;1084;23. maj 2013
Store Vejlø;Ager/Mark;Vestenskov;7628;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Velling;By;Smidstrup;7920;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Videbakke;Bakke;Lild;8715;Thisted;787;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Biersted;8380;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Biersted;8380;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Biersted;8380;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Ajstrup;8382;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Ajstrup;8382;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Ajstrup;8382;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tolstrup;8412;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tolstrup;8412;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tise;8411;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tolstrup;8412;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Aaby;8379;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Aaby;8379;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Aaby;8379;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Jetsmark;8424;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Jetsmark;8424;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Jetsmark;8424;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tise;8411;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Vildmose;Landsdel;Tise;8411;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Store Vorslunde;By;Give;7983;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Økssø;Sø ID;Store Arden;8312;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Store Økssø;Sø ID;Store Arden;8312;Rebild;840;Region Nordjylland;1081;23. maj 2013
Store Økssø;Sø ID;Skørping;8301;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Store Økssø;Sø ID;Skørping;8301;Rebild;840;Region Nordjylland;1081;23. maj 2013
Store Øresø;Sø ID;Brahetrolleborg;7746;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Store Øresø;Sø ID;Diernæs;7696;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Store Ørtoft;By;Volstrup;8443;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Storeager;Ø;Errindlev;7655;Lolland;360;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Sankt Povls;7348;Slagelse;330;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Nyborg;7724;Slagelse;330;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Nyborg;7724;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Storebæltsbroen;Vejbro;Nyborg;7724;Nyborg;450;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Sankt Povls;7348;Slagelse;330;Region Syddanmark;1083;23. maj 2013
Storebæltsbroen;Vejbro;Nyborg;7724;Slagelse;330;Region Syddanmark;1083;23. maj 2013
Storebæltsbroen;Vejbro;Sankt Povls;7348;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Storebæltsbroen;Vejbro;Sankt Povls;7348;Nyborg;450;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Halsskov;9070;Nyborg;450;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Halsskov;9070;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Storebæltsbroen;Vejbro;Halsskov;9070;Slagelse;330;Region Sjælland;1085;23. maj 2013
Storebæltsbroen;Vejbro;Halsskov;9070;Slagelse;330;Region Syddanmark;1083;23. maj 2013
Storebæltstunnelen;Jernbanetunnel;Halsskov;9070;Slagelse;330;Region Sjælland;1085;23. maj 2013
Storebæltstunnelen;Jernbanetunnel;Sankt Povls;7348;Slagelse;330;Region Sjælland;1085;23. maj 2013
Storedal;By;Store Heddinge;7548;Stevns;336;Region Sjælland;1085;23. maj 2013
Storedalen;Spredt bebyggelse;Frederiks;8602;Viborg;791;Region Midtjylland;1082;23. maj 2013
Storedalshuse;Bydel;Olsker;7559;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Storefælled;Spredt bebyggelse;Asminderød;7444;Fredensborg;210;Region Hovedstaden;1084;23. maj 2013
Storegab;Løb;NULL;;NULL;0;NULL;;23. maj 2013
Storehave;Skov/Plantage;Skårup;7679;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Storehede;Ager/Mark;Darum;8899;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Storeholm;Ager/Mark;Vesløs;8719;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storeholm;Ø;Humble;7709;Langeland;482;Region Syddanmark;1083;23. maj 2013
Storehøj;Gravhøj;Ørnhøj;9167;Herning;657;Region Midtjylland;1082;23. maj 2013
Storehøj;Gravhøj;Vorgod;8766;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Storeknøs;Bakke;Gammel Rye;7988;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Storelå;Ager/Mark;Albæk;8212;Randers;730;Region Midtjylland;1082;23. maj 2013
Storemark;Spredt bebyggelse;Store Heddinge;7548;Stevns;336;Region Sjælland;1085;23. maj 2013
Storemark;Spredt bebyggelse;Lille Heddinge;7493;Stevns;336;Region Sjælland;1085;23. maj 2013
Storemose;By;Humlebæk;7446;Fredensborg;210;Region Hovedstaden;1084;23. maj 2013
Storemose;Mose/Sump;Holbøl;9024;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Storemose;Mose/Sump;Bov;9029;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Storemose;Mose/Sump;Øse;8910;Varde;573;Region Syddanmark;1083;23. maj 2013
Storenor;By;Malling;8110;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Storesande;Hede;Torsted;8756;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Storesande;Skov/Plantage;Østerild;8646;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storetipper;Eng;Sønder Bork;8779;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Storetørv;Ager/Mark;Udbyneder;8189;Randers;730;Region Midtjylland;1082;23. maj 2013
Storevejle Bæk;Bæk;Udbyneder;8189;Randers;730;Region Midtjylland;1082;23. maj 2013
Storevejle Bæk;Bæk;Sødring;8194;Randers;730;Region Midtjylland;1082;23. maj 2013
Storevænge;Skov/Plantage;Førslev;7332;Næstved;370;Region Sjælland;1085;23. maj 2013
Storgården;Anden større gård/Proprietærgård;Krogstrup;7461;Frederikssund;250;Region Hovedstaden;1084;23. maj 2013
Storhaven;Spredt bebyggelse;Byrum;8437;Læsø;825;Region Nordjylland;1081;23. maj 2013
Storholm;By;Nørre Vedby;7612;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storholm;Eng;Byrum;8437;Læsø;825;Region Nordjylland;1081;23. maj 2013
Storholm;Eng;Vesterø;8439;Læsø;825;Region Nordjylland;1081;23. maj 2013
Storhøj;Bakke;Arup;8720;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storhøj;By;Mårslet;8105;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Storhøj;Gravhøj;Fruering;8035;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Storhøj;Gravhøj;Klovborg;8005;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storhøj;Gravhøj;Jerslev;8416;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Storhøj;Gravhøj;Sønderhå;8662;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storhøj;Gravhøj;Skyum;8666;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storkehuse;By;Holmstrup;7300;Holbæk;316;Region Sjælland;1085;23. maj 2013
Storkeskov;Skov/Plantage;Damsholte;7490;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Storkhøje;Gravhøj;Ebeltoft-Dråby-Handrup;9171;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Storkær;Ager/Mark;Ørum;8690;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storlund;Spredt bebyggelse;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Stormark;Sogn;NULL;;Lolland;360;Region Sjælland;1085;23. maj 2013
Stormarken;By;Dyrup;9142;Odense;461;Region Syddanmark;1083;23. maj 2013
Stormarken;Bydel;Haarby;7819;Assens;420;Region Syddanmark;1083;23. maj 2013
Stormhusene;By;Farup;8893;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Stormose;By;Hjadstrup;7892;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Stormose;Eng;Studsgård;8806;Herning;657;Region Midtjylland;1082;23. maj 2013
Stormose;Hede;Skarrild;8810;Herning;657;Region Midtjylland;1082;23. maj 2013
Stormsgårde;By;Ravsted;9060;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Storring;By;Storring;8083;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Storring;Sogn;NULL;;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Storskov;Skov/Plantage;Majbølle;7594;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storskov;Skov/Plantage;Vigsnæs;7593;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storskov;Skov/Plantage;Tårs;7592;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storskov;Skov/Plantage;Rødding;8949;Vejen;575;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Rødding;8949;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Gram;8946;Vejen;575;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Gram;8946;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Husby;7842;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Skåde;8104;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Storskov;Skov/Plantage;Mårslet;8105;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Storskov;Skov/Plantage;Sankt Pauls;8118;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Storskov;Skov/Plantage;Brahetrolleborg;7746;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Revninge;7872;Kerteminde;440;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Ubberud;7786;Odense;461;Region Syddanmark;1083;23. maj 2013
Storskov;Skov/Plantage;Brændekilde;7789;Odense;461;Region Syddanmark;1083;23. maj 2013
Storskov;Spredt bebyggelse;Tommerup;7794;Assens;420;Region Syddanmark;1083;23. maj 2013
Storskoven;By;Everdrup;7472;Næstved;370;Region Sjælland;1085;23. maj 2013
Storstensbakke;Bakke;Hellum;8417;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Storstrømmen;Løb;Vordingborg;7469;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Storstrømsbroen;Vejbro;Nørre Vedby;7612;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Storstrømsbroen;Vejbro;Nørre Vedby;7612;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storstrømsbroen;Vejbro;Vordingborg;7469;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Storstrømsbroen;Vejbro;Vordingborg;7469;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Storup;Spredt bebyggelse;Ørding;8706;Morsø;773;Region Nordjylland;1081;23. maj 2013
Storup Å;Bæk;Blidstrup;8704;Morsø;773;Region Nordjylland;1081;23. maj 2013
Storup Å;Bæk;Ørding;8706;Morsø;773;Region Nordjylland;1081;23. maj 2013
Storup Å;Bæk;Vester Assels;8708;Morsø;773;Region Nordjylland;1081;23. maj 2013
Storup Å;Bæk;Øster Assels;8707;Morsø;773;Region Nordjylland;1081;23. maj 2013
Storvig;Bydel;Toftlund;8960;Tønder;550;Region Syddanmark;1083;23. maj 2013
Storvorde;By;Storvorde;8325;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde;By;Sejlflod;8326;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde;Sogn;NULL;;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde Nørkær;By;Storvorde;8325;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde Østerenge;Ager/Mark;Sejlflod;8326;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde Østerenge;Ager/Mark;Storvorde;8325;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde Østerenge;Spredt bebyggelse;Storvorde;8325;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storvorde Østerenge;Spredt bebyggelse;Sejlflod;8326;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Østerild;8646;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Vigsø;8733;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Hillerslev;8642;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Ræhr;8731;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Hunstrup;8645;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Kåstrup;8643;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Bæk;Tved;8735;Thisted;787;Region Nordjylland;1081;23. maj 2013
Storå;Å;Særslev;7863;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Storå;Å;Særslev;7863;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Storå;Å;Harndrup;7831;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Storå;Å;Harndrup;7831;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Storå;Å;Brenderup;7829;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Storå;Å;Brenderup;7829;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Storå;Å;Ørre-Sinding;9170;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Ørre-Sinding;9170;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gullestrup;9141;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gullestrup;9141;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gullestrup;9141;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Mejdal;9130;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Mejdal;9130;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Mejdal;9130;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Isenvad;9123;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Isenvad;9123;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Isenvad;9123;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Bur;8829;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Ørre-Sinding;9170;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Mejrup;8819;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Måbjerg;8814;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Måbjerg;8814;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Måbjerg;8814;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Holstebro;8813;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Holstebro;8813;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Holstebro;8813;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Bording;8812;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Bording;8812;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Bording;8812;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Tjørring;8805;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Tjørring;8805;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Tjørring;8805;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Ikast;8802;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Ikast;8802;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Ikast;8802;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Sunds;8800;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Sunds;8800;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Sunds;8800;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gjellerup;8799;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gjellerup;8799;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Gjellerup;8799;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Hodsager;8793;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Hodsager;8793;Herning;657;Region Midtjylland;1082;23. maj 2013
Storå;Å;Hodsager;8793;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Storå;Å;Aulum;8792;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Storå;Å;Aulum;8792;Herning;657;Region Midtjylland;1082;23. maj 2013
